model,manufacturer,type,cylinders,size,drive
forester 2.5i,subaru,hatchback,4 cylinders,mid-size,4wd
fiesta ses,ford,sedan,4 cylinders,compact,fwd
"2500 crewcab 4wd diesel, lifted, bumpers, low mile",ram,pickup,6 cylinders,full-size,4wd
jetta tdi,volkswagen,coupe,4 cylinders,compact,fwd
transit connect xlt cargo,ford,mini-van,4 cylinders,mid-size,fwd
mustang fastback,ford,coupe,6 cylinders,mid-size,rwd
escape limited 4x4,ford,SUV,6 cylinders,mid-size,4wd
f150 xlt,ford,pickup,6 cylinders,full-size,rwd
soul,kia,hatchback,4 cylinders,compact,fwd
camry,toyota,sedan,4 cylinders,compact,fwd
sonata gl,hyundai,sedan,4 cylinders,full-size,fwd
cooper s hardtop,mini,coupe,4 cylinders,compact,fwd
patriot,jeep,offroad,4 cylinders,mid-size,4wd
rx450h,lexus,SUV,6 cylinders,full-size,4wd
econoline cargo van,ford,van,8 cylinders,full-size,rwd
super duty,ford,truck,8 cylinders,full-size,rwd
tacoma,toyota,truck,4 cylinders,mid-size,4wd
quest,nissan,mini-van,6 cylinders,full-size,fwd
silverado ltz,chevrolet,pickup,6 cylinders,full-size,4wd
altima 2.5 s coupe,nissan,coupe,4 cylinders,compact,fwd
5-series,bmw,sedan,6 cylinders,compact,4wd
charger sxt sedan 4d,dodge,sedan,6 cylinders,full-size,rwd
lacrosse leather,buick,sedan,6 cylinders,full-size,fwd
pilot ex-l,honda,SUV,6 cylinders,mid-size,4wd
legacy gt awd,subaru,sedan,4 cylinders,mid-size,4wd
outback eddie bauer,subaru,wagon,6 cylinders,full-size,4wd
f150 supercrew cab xlt,ford,truck,8 cylinders,full-size,rwd
mustang 5.0,ford,hatchback,8 cylinders,mid-size,rwd
dart,dodge,sedan,4 cylinders,mid-size,fwd
650i,bmw,sedan,8 cylinders,full-size,4wd
4 series,bmw,convertible,4 cylinders,sub-compact,rwd
mustang,ford,convertible,8 cylinders,mid-size,rwd
eos komfort,volkswagen,convertible,4 cylinders,mid-size,fwd
benz e-320,mercedes-benz,sedan,6 cylinders,full-size,rwd
corvette convertible,chevrolet,convertible,8 cylinders,mid-size,rwd
camry hybrid le,toyota,sedan,4 cylinders,mid-size,fwd
mustang gt,ford,hatchback,8 cylinders,mid-size,rwd
commander,jeep,SUV,8 cylinders,compact,4wd
3,mazda,sedan,4 cylinders,compact,fwd
terrain denali,gmc,SUV,6 cylinders,mid-size,4wd
eldorado etc,cadillac,coupe,8 cylinders,full-size,fwd
benz e500,mercedes-benz,sedan,8 cylinders,compact,4wd
rav 4 sport,toyota,SUV,6 cylinders,full-size,4wd
s4,audi,sedan,6 cylinders,mid-size,4wd
cobalt,chevrolet,sedan,4 cylinders,mid-size,fwd
santa fe xl,hyundai,SUV,6 cylinders,full-size,fwd
envoy xl,gmc,SUV,6 cylinders,mid-size,fwd
300 awd,chrysler,sedan,6 cylinders,full-size,4wd
i3 range extender hatchback,bmw,hatchback,other,compact,rwd
benz 450 sl,mercedes-benz,convertible,8 cylinders,mid-size,rwd
3.0 cl,acura,coupe,6 cylinders,mid-size,fwd
crv lx,honda,SUV,4 cylinders,compact,fwd
beetle coupe,volkswagen,coupe,5 cylinders,compact,fwd
mustang convertible,ford,convertible,8 cylinders,mid-size,rwd
volt,chevrolet,hatchback,4 cylinders,compact,fwd
1500 slt quad cab 3.6 liter,ram,pickup,6 cylinders,full-size,rwd
renegade latitude,jeep,SUV,4 cylinders,mid-size,4wd
sierra 2500 slt long bed di,gmc,truck,8 cylinders,full-size,4wd
rav4 sport awd,toyota,SUV,4 cylinders,mid-size,4wd
impala lt,chevrolet,sedan,8 cylinders,mid-size,fwd
econoline,ford,bus,8 cylinders,full-size,rwd
focus sel,ford,sedan,4 cylinders,mid-size,fwd
dakota,dodge,truck,6 cylinders,full-size,4wd
durango st,dodge,SUV,6 cylinders,full-size,rwd
f350 xl,ford,truck,8 cylinders,full-size,rwd
m3,bmw,coupe,6 cylinders,compact,rwd
f250 super duty,ford,pickup,8 cylinders,full-size,fwd
santa fe sport,hyundai,SUV,6 cylinders,full-size,fwd
cooper countryman s all4,mini,hatchback,4 cylinders,compact,4wd
- custom tudor sedan,ford,coupe,6 cylinders,full-size,rwd
f150 xl supercrew 4x4,ford,truck,8 cylinders,full-size,4wd
coupe,ford,coupe,8 cylinders,full-size,rwd
niro lx hybrid wagon,kia,wagon,4 cylinders,mid-size,fwd
xc60 t6 premier plus,volvo,SUV,6 cylinders,full-size,4wd
gs350,lexus,sedan,6 cylinders,full-size,fwd
rondo lx 4dr,kia,sedan,4 cylinders,full-size,fwd
prius hybrid,toyota,sedan,4 cylinders,compact,fwd
four runner,toyota,SUV,6 cylinders,mid-size,rwd
silverado 3500,chevrolet,truck,8 cylinders,full-size,4wd
focus se,ford,sedan,4 cylinders,sub-compact,fwd
e350-class 4m,mercedes-benz,sedan,6 cylinders,full-size,4wd
wrangler,jeep,other,4 cylinders,compact,4wd
gt-r,nissan,coupe,10 cylinders,mid-size,4wd
model x long range,tesla,SUV,other,full-size,4wd
silverdo 10,chevrolet,pickup,8 cylinders,full-size,rwd
rc 300 f sport,lexus,coupe,4 cylinders,mid-size,rwd
crossfire,chrysler,coupe,6 cylinders,mid-size,rwd
cougar ls 1987,mercury,coupe,6 cylinders,mid-size,rwd
gx 470,lexus,SUV,8 cylinders,full-size,4wd
3500 4x4 diesel,ram,truck,6 cylinders,full-size,4wd
trax,chevrolet,SUV,4 cylinders,mid-size,fwd
camry solara convertible,toyota,convertible,6 cylinders,mid-size,fwd
trailblazer ext ls,chevrolet,SUV,6 cylinders,mid-size,4wd
pickup truck,toyota,pickup,4 cylinders,compact,rwd
cooper,mini,hatchback,4 cylinders,mid-size,fwd
tahoe ls,chevrolet,SUV,8 cylinders,mid-size,fwd
c-max,ford,hatchback,4 cylinders,compact,fwd
sebring limited,chrysler,convertible,6 cylinders,mid-size,fwd
f450,ford,truck,10 cylinders,full-size,rwd
hhr ss,chevrolet,hatchback,4 cylinders,compact,fwd
tl with tech sedan,acura,sedan,6 cylinders,compact,fwd
santa fe sport awd,hyundai,SUV,4 cylinders,full-size,4wd
genesis coupe,hyundai,coupe,10 cylinders,mid-size,4wd
f-150 fx4 supercrew,ford,pickup,6 cylinders,full-size,4wd
yukon denali awd,gmc,SUV,8 cylinders,full-size,4wd
ranger xl super cab,ford,truck,4 cylinders,full-size,rwd
sonata gls,hyundai,sedan,6 cylinders,mid-size,fwd
civic,honda,sedan,4 cylinders,full-size,fwd
e-350 xl superduty,ford,van,8 cylinders,full-size,rwd
econoline e-250,ford,van,8 cylinders,full-size,rwd
el camino,chevrolet,pickup,8 cylinders,mid-size,rwd
jetta sle 2.5,volkswagen,sedan,5 cylinders,mid-size,fwd
durango,dodge,SUV,6 cylinders,full-size,4wd
rogue sv hybrid,nissan,SUV,4 cylinders,mid-size,fwd
benz c300,mercedes-benz,sedan,6 cylinders,mid-size,4wd
cherokee,jeep,SUV,4 cylinders,mid-size,fwd
traverse ls,chevrolet,SUV,6 cylinders,full-size,4wd
crosstrek,subaru,SUV,4 cylinders,full-size,4wd
rc300 turbo coupe,lexus,coupe,4 cylinders,mid-size,fwd
320ix,bmw,sedan,4 cylinders,compact,4wd
deville dts,cadillac,sedan,8 cylinders,full-size,fwd
s5,audi,coupe,8 cylinders,full-size,4wd
cc sport,volkswagen,sedan,4 cylinders,mid-size,fwd
colorado,chevrolet,truck,6 cylinders,compact,rwd
r-class,mercedes-benz,SUV,6 cylinders,full-size,4wd
custom camper longhorn,chevrolet,pickup,8 cylinders,full-size,rwd
liberty sport,jeep,SUV,6 cylinders,compact,4wd
mustang,ford,coupe,8 cylinders,sub-compact,rwd
g37,infiniti,sedan,6 cylinders,mid-size,rwd
yaris ia,toyota,sedan,4 cylinders,compact,fwd
cts 3.6l performance,cadillac,sedan,6 cylinders,full-size,4wd
accord se,honda,sedan,4 cylinders,mid-size,fwd
transit cargo van,ford,mini-van,4 cylinders,compact,fwd
m35,infiniti,sedan,6 cylinders,mid-size,rwd
jetta 2.5l se,volkswagen,sedan,5 cylinders,compact,fwd
optima,kia,sedan,6 cylinders,full-size,fwd
tacoma,toyota,pickup,4 cylinders,compact,4wd
phaeton,volkswagen,sedan,8 cylinders,full-size,4wd
mustang premium,ford,coupe,6 cylinders,mid-size,rwd
rogue sv,nissan,SUV,4 cylinders,mid-size,4wd
clk550 cabriolet,mercedes-benz,convertible,8 cylinders,compact,rwd
regal,buick,sedan,6 cylinders,full-size,fwd
500 sport,fiat,hatchback,4 cylinders,compact,fwd
f-150 lariat,ford,truck,6 cylinders,full-size,rwd
x5 xdrive35i,bmw,SUV,6 cylinders,mid-size,4wd
accord sport,honda,sedan,4 cylinders,mid-size,fwd
tundra limited 4x4,toyota,truck,6 cylinders,full-size,4wd
mazda3,mazda,sedan,4 cylinders,mid-size,fwd
ridgeline rtl,honda,truck,6 cylinders,mid-size,4wd
explorer xlt,ford,SUV,6 cylinders,mid-size,fwd
accent gls,hyundai,sedan,4 cylinders,mid-size,fwd
versa sv,nissan,sedan,4 cylinders,full-size,fwd
sonic,chevrolet,sedan,4 cylinders,mid-size,fwd
focus se hatchback,ford,hatchback,4 cylinders,compact,fwd
rx8,mazda,coupe,other,compact,rwd
passat 1.8 tsi,volkswagen,sedan,4 cylinders,full-size,fwd
silverado 1500 ltz,chevrolet,truck,8 cylinders,full-size,4wd
civic,honda,SUV,4 cylinders,full-size,rwd
f-150,ford,pickup,6 cylinders,full-size,fwd
sorento,kia,SUV,4 cylinders,mid-size,4wd
tacoma prerunner,toyota,truck,6 cylinders,full-size,rwd
fj cruiser 4x4,toyota,SUV,6 cylinders,mid-size,4wd
expedition limited 3rd row,ford,SUV,8 cylinders,full-size,rwd
xc90,volvo,SUV,6 cylinders,full-size,4wd
3500,ram,truck,6 cylinders,full-size,rwd
f150 platinum 4x4,ford,pickup,6 cylinders,full-size,4wd
- galaxie,ford,sedan,8 cylinders,full-size,rwd
q5 premium plus quattro,audi,SUV,4 cylinders,mid-size,4wd
silverado lwb,chevrolet,pickup,8 cylinders,full-size,rwd
odyssey elite touring,honda,mini-van,6 cylinders,compact,fwd
3100 pickup,chevrolet,truck,8 cylinders,full-size,rwd
crown victoria,ford,sedan,8 cylinders,compact,rwd
f350 superduty 4x4,ford,truck,8 cylinders,full-size,4wd
sienna xle limited,toyota,mini-van,6 cylinders,compact,fwd
f350 lariat 4x4,ford,truck,10 cylinders,full-size,4wd
sierra 1500 slt,gmc,truck,8 cylinders,full-size,rwd
frontier,nissan,truck,6 cylinders,compact,rwd
accent se hatchback 4d,hyundai,hatchback,4 cylinders,compact,fwd
sierra 2500,gmc,pickup,8 cylinders,full-size,4wd
328 xdrive,bmw,sedan,6 cylinders,mid-size,4wd
freelander,land rover,SUV,4 cylinders,mid-size,fwd
sierra 2500hd sle 4wd,gmc,truck,8 cylinders,full-size,4wd
x5 30i xdrive,bmw,SUV,6 cylinders,mid-size,4wd
silverado 1500 ls,chevrolet,pickup,8 cylinders,full-size,4wd
cr-v,honda,SUV,4 cylinders,mid-size,rwd
f150 xlt 4x4 texas edition,ford,pickup,6 cylinders,full-size,4wd
f-650,ford,truck,8 cylinders,full-size,rwd
civic hybrid,honda,sedan,4 cylinders,mid-size,fwd
camry se,toyota,sedan,4 cylinders,compact,fwd
f150 king ranch 4x4,ford,pickup,8 cylinders,full-size,4wd
trailblazer lt 4x4,chevrolet,SUV,6 cylinders,mid-size,4wd
mariner premier,mercury,SUV,6 cylinders,mid-size,4wd
altima,nissan,sedan,4 cylinders,full-size,rwd
v40,volvo,wagon,4 cylinders,compact,fwd
silvarado 2500,chevrolet,sedan,8 cylinders,full-size,4wd
lrgacy,subaru,sedan,4 cylinders,full-size,4wd
cherokee,jeep,SUV,6 cylinders,compact,fwd
freestyle,ford,wagon,6 cylinders,mid-size,fwd
titan le 4x4,nissan,pickup,8 cylinders,full-size,4wd
dart rallye,dodge,sedan,4 cylinders,compact,fwd
f250 xlt,ford,pickup,8 cylinders,full-size,4wd
prius,toyota,hatchback,4 cylinders,full-size,fwd
trailblazer ss tbss,chevrolet,SUV,8 cylinders,mid-size,4wd
terrain slt,gmc,truck,4 cylinders,full-size,rwd
w4500,gmc,truck,8 cylinders,full-size,rwd
s60 2.5t awd,volvo,sedan,5 cylinders,full-size,4wd
f-150 lariat,ford,pickup,8 cylinders,full-size,4wd
avalanche,chevrolet,pickup,8 cylinders,full-size,rwd
rdx,acura,SUV,6 cylinders,mid-size,fwd
altima,nissan,coupe,4 cylinders,compact,fwd
captiva sport,chevrolet,SUV,4 cylinders,compact,fwd
caliber srt 4,dodge,hatchback,4 cylinders,mid-size,fwd
equinox ls,chevrolet,SUV,4 cylinders,mid-size,4wd
liberty sport 4x4,jeep,SUV,6 cylinders,mid-size,4wd
f-550 4x4,ford,other,10 cylinders,full-size,4wd
escape titanium turbo boost,ford,SUV,4 cylinders,mid-size,fwd
compass,jeep,SUV,4 cylinders,mid-size,fwd
f250 super duty xlt,ford,truck,8 cylinders,full-size,4wd
a4 2.0t premium plus,audi,sedan,4 cylinders,mid-size,4wd
3 sport touring,mazda,sedan,4 cylinders,mid-size,fwd
rx 330,lexus,SUV,6 cylinders,compact,fwd
lumina,chevrolet,sedan,6 cylinders,full-size,fwd
g 35x,infiniti,sedan,6 cylinders,full-size,4wd
civic sport,honda,hatchback,4 cylinders,mid-size,fwd
prius,toyota,hatchback,4 cylinders,full-size,rwd
titan sv 4x4,nissan,pickup,8 cylinders,full-size,4wd
750li xdrive,bmw,sedan,8 cylinders,full-size,4wd
f-150 king ranch,ford,pickup,8 cylinders,full-size,rwd
focus zx5,ford,hatchback,4 cylinders,compact,fwd
f-150 xl,ford,pickup,6 cylinders,full-size,rwd
crown victoria,ford,coupe,8 cylinders,full-size,rwd
sonic lt hatchback,chevrolet,hatchback,4 cylinders,sub-compact,fwd
sierra 1500,gmc,pickup,8 cylinders,mid-size,4wd
428i coupe,bmw,coupe,4 cylinders,mid-size,rwd
insight ex/navigation,honda,hatchback,4 cylinders,compact,fwd
beetle bug,volkswagen,coupe,4 cylinders,compact,rwd
328i,bmw,sedan,4 cylinders,mid-size,fwd
spark ls,chevrolet,hatchback,4 cylinders,sub-compact,fwd
impreza 2.5i sedan,subaru,sedan,4 cylinders,compact,4wd
benz,mercedes-benz,bus,8 cylinders,full-size,rwd
lucerne,buick,sedan,6 cylinders,full-size,fwd
f-350 4x4 truck f350 trucks,ford,pickup,8 cylinders,full-size,4wd
focus se hatchback,ford,bus,4 cylinders,compact,fwd
baja,subaru,pickup,4 cylinders,full-size,4wd
envoy,gmc,SUV,6 cylinders,mid-size,rwd
325i convertible,bmw,convertible,6 cylinders,mid-size,rwd
expedition,ford,truck,8 cylinders,full-size,rwd
eldorado,cadillac,coupe,8 cylinders,full-size,fwd
mustang,ford,coupe,4 cylinders,compact,rwd
speed6,mazda,sedan,4 cylinders,mid-size,4wd
astro van,chevrolet,mini-van,6 cylinders,mid-size,rwd
fj cruiser 4x4,toyota,SUV,6 cylinders,full-size,4wd
explorer,ford,SUV,6 cylinders,full-size,rwd
excursion,ford,SUV,10 cylinders,full-size,4wd
q50,infiniti,sedan,10 cylinders,compact,4wd
outlander xls,mitsubishi,hatchback,6 cylinders,full-size,rwd
yukon xl,gmc,truck,8 cylinders,full-size,4wd
wrx,subaru,sedan,10 cylinders,compact,4wd
sc430 convertible,lexus,convertible,8 cylinders,full-size,rwd
gti s,volkswagen,hatchback,4 cylinders,compact,fwd
z4 3.0si,bmw,convertible,6 cylinders,compact,rwd
"silverado 1500 4wd, only 7k miles, lifted, king sh",chevrolet,pickup,8 cylinders,full-size,4wd
focus se,ford,sedan,3 cylinders,compact,fwd
tempo,ford,coupe,4 cylinders,mid-size,fwd
f150 xlt supercrew,ford,truck,6 cylinders,full-size,4wd
sprinter cargo vans,mercedes-benz,van,6 cylinders,full-size,rwd
impreza,subaru,sedan,4 cylinders,full-size,fwd
equinox ltz,chevrolet,SUV,4 cylinders,mid-size,4wd
trax,chevrolet,SUV,4 cylinders,sub-compact,4wd
hot rod,ford,convertible,8 cylinders,compact,rwd
tuscon awd,hyundai,SUV,4 cylinders,mid-size,4wd
grand caravan gt,dodge,mini-van,6 cylinders,full-size,fwd
dart aero multiair turbo,dodge,sedan,4 cylinders,mid-size,fwd
pilot touring awd,honda,SUV,6 cylinders,mid-size,4wd
cts sedan,cadillac,sedan,6 cylinders,full-size,4wd
sl2,saturn,sedan,4 cylinders,mid-size,fwd
2500 hd,ram,pickup,8 cylinders,full-size,4wd
renegade,jeep,SUV,4 cylinders,compact,4wd
highlander,honda,sedan,6 cylinders,mid-size,rwd
sts-v,cadillac,sedan,8 cylinders,full-size,rwd
ml500,mercedes-benz,SUV,8 cylinders,full-size,4wd
q7 s-line prestige,audi,SUV,6 cylinders,full-size,4wd
express passenger,chevrolet,van,8 cylinders,full-size,rwd
sts4,cadillac,sedan,6 cylinders,full-size,4wd
legacy limited awd,subaru,sedan,6 cylinders,compact,4wd
ranger,ford,truck,6 cylinders,full-size,fwd
silverado 3500,chevrolet,truck,8 cylinders,full-size,rwd
element,honda,wagon,4 cylinders,mid-size,fwd
crv,honda,SUV,4 cylinders,compact,4wd
2500 duramax diesel,chevrolet,pickup,8 cylinders,full-size,rwd
benz e350 estate,mercedes-benz,wagon,6 cylinders,full-size,4wd
journey,dodge,SUV,6 cylinders,full-size,4wd
f150 supercrew cab,ford,truck,8 cylinders,full-size,4wd
f250 crew cab 4x4,ford,pickup,8 cylinders,full-size,4wd
civic lx,honda,sedan,4 cylinders,full-size,fwd
silverado lt 4x4,chevrolet,pickup,8 cylinders,full-size,4wd
f-250 diesel 1owner rust free texas truck,ford,truck,8 cylinders,full-size,4wd
rogue sv awd,nissan,SUV,4 cylinders,sub-compact,4wd
fj cruiser,toyota,SUV,6 cylinders,mid-size,4wd
mustang,ford,sedan,4 cylinders,full-size,fwd
tundra 4wd,toyota,truck,8 cylinders,mid-size,4wd
camry xle v6,toyota,sedan,6 cylinders,full-size,fwd
prius four,toyota,hatchback,4 cylinders,mid-size,fwd
compass latitude 4x4,jeep,SUV,4 cylinders,compact,4wd
200 s,chrysler,sedan,6 cylinders,mid-size,fwd
silverado 3500 series,chevrolet,truck,6 cylinders,full-size,rwd
1500 slt v8,ram,truck,8 cylinders,full-size,rwd
62 series,cadillac,coupe,8 cylinders,full-size,rwd
rl,acura,sedan,6 cylinders,mid-size,4wd
jetta,volkswagen,sedan,5 cylinders,mid-size,4wd
1500 laramie 4x4,ram,truck,8 cylinders,full-size,4wd
benz s550,mercedes-benz,sedan,8 cylinders,full-size,rwd
3 series 328i,bmw,sedan,4 cylinders,compact,rwd
fusion sel,ford,sedan,6 cylinders,mid-size,fwd
silverado 1500 classic,chevrolet,truck,6 cylinders,full-size,rwd
taurus sho,ford,sedan,6 cylinders,mid-size,fwd
maverick,ford,coupe,8 cylinders,mid-size,rwd
tundra limited crewmax 4,toyota,truck,8 cylinders,full-size,4wd
qx56 sport utility,infiniti,SUV,8 cylinders,full-size,4wd
f-150 f150,ford,truck,8 cylinders,full-size,4wd
wrangler rubicon,jeep,convertible,6 cylinders,mid-size,4wd
jetta wagon,volkswagen,hatchback,4 cylinders,mid-size,fwd
300 limited,chrysler,sedan,6 cylinders,mid-size,rwd
roadster,ford,convertible,8 cylinders,mid-size,rwd
quest se,nissan,van,6 cylinders,full-size,fwd
impala ls sedan,chevrolet,sedan,6 cylinders,full-size,fwd
suburban 1500,chevrolet,offroad,8 cylinders,full-size,4wd
pt cruiser,chrysler,convertible,4 cylinders,compact,fwd
tundra sr5,toyota,pickup,8 cylinders,full-size,rwd
explorer eddie bauer,ford,SUV,6 cylinders,mid-size,4wd
avenger sxt,dodge,sedan,4 cylinders,mid-size,fwd
rl sh-awd,acura,sedan,6 cylinders,mid-size,4wd
altima 2.5 s,nissan,coupe,4 cylinders,mid-size,fwd
outback premium,subaru,wagon,4 cylinders,mid-size,4wd
accord ex-l,honda,sedan,6 cylinders,full-size,fwd
pathfinder sv,nissan,SUV,6 cylinders,full-size,4wd
impreza premium,subaru,SUV,4 cylinders,mid-size,4wd
2500 laramie,ram,truck,6 cylinders,full-size,4wd
wrangler sahara,jeep,offroad,6 cylinders,mid-size,4wd
dakoa,dodge,pickup,8 cylinders,full-size,rwd
vue,saturn,SUV,6 cylinders,mid-size,fwd
xj8 l,jaguar,sedan,8 cylinders,full-size,rwd
f450 stake bed,ford,truck,10 cylinders,full-size,rwd
lancer,mitsubishi,sedan,10 cylinders,compact,4wd
1500 sport,ram,truck,8 cylinders,full-size,4wd
liberty sport 4x4,jeep,SUV,6 cylinders,full-size,4wd
avalanche,chevrolet,SUV,8 cylinders,full-size,4wd
cx-9,mazda,SUV,6 cylinders,full-size,fwd
vue,saturn,SUV,6 cylinders,full-size,4wd
grand cherokee larado,jeep,SUV,6 cylinders,mid-size,4wd
challenger sxt plus,dodge,coupe,6 cylinders,mid-size,rwd
tacoma prerunner,toyota,pickup,6 cylinders,mid-size,rwd
3 series,bmw,wagon,4 cylinders,full-size,4wd
thunderbird convertible,ford,convertible,8 cylinders,mid-size,rwd
qx80,infiniti,SUV,8 cylinders,full-size,rwd
acadia sle,gmc,SUV,4 cylinders,mid-size,4wd
dakota crew cab,dodge,pickup,6 cylinders,full-size,rwd
rx300,lexus,SUV,6 cylinders,mid-size,fwd
benz e320 bluetec,mercedes-benz,sedan,6 cylinders,mid-size,rwd
qx56 4x4,infiniti,SUV,8 cylinders,full-size,4wd
4runner limited sr5,toyota,SUV,6 cylinders,mid-size,4wd
silverado 1500,chevrolet,pickup,6 cylinders,full-size,4wd
z4 2.5i,bmw,convertible,6 cylinders,compact,rwd
wrangler sahara,jeep,convertible,6 cylinders,mid-size,4wd
equinox ltz,chevrolet,SUV,4 cylinders,full-size,fwd
"town,and country",chrysler,mini-van,6 cylinders,full-size,fwd
500l,fiat,SUV,4 cylinders,compact,fwd
x1,bmw,SUV,4 cylinders,compact,4wd
benz ml350 4matic,mercedes-benz,SUV,6 cylinders,full-size,4wd
benz ml63 amg,mercedes-benz,SUV,8 cylinders,mid-size,4wd
escape se awd ecoboost,ford,SUV,4 cylinders,mid-size,4wd
grand marquis ls,mercury,coupe,8 cylinders,full-size,rwd
f250 lariat crew cab 4x4,ford,truck,10 cylinders,full-size,4wd
sierra 1500 sle crew,gmc,truck,8 cylinders,full-size,rwd
tacoma double cab,toyota,truck,6 cylinders,mid-size,rwd
excursion xlt,ford,SUV,8 cylinders,full-size,rwd
rio,kia,sedan,4 cylinders,mid-size,fwd
riviera,buick,coupe,8 cylinders,full-size,fwd
silverado 1500 z71 4x4,chevrolet,truck,8 cylinders,full-size,4wd
f150 lariat,ford,truck,8 cylinders,full-size,4wd
venza awd,toyota,SUV,6 cylinders,mid-size,4wd
cx-9 touring,mazda,SUV,4 cylinders,full-size,4wd
e-350,ford,truck,8 cylinders,full-size,rwd
caliber sxt,dodge,hatchback,4 cylinders,compact,fwd
impala ls fleet,chevrolet,sedan,6 cylinders,full-size,fwd
accord 2-door coupe,honda,coupe,4 cylinders,mid-size,fwd
c-class,mercedes-benz,sedan,6 cylinders,mid-size,fwd
f 550,ford,other,8 cylinders,full-size,rwd
ion redline,saturn,coupe,4 cylinders,compact,fwd
mustang,ford,convertible,8 cylinders,sub-compact,rwd
deville,cadillac,coupe,8 cylinders,full-size,rwd
benz s-600 coup,mercedes-benz,coupe,12 cylinders,full-size,rwd
pt cruiser limited,chrysler,hatchback,4 cylinders,compact,fwd
sprinter cargo vans,mercedes-benz,van,6 cylinders,mid-size,rwd
g-6,pontiac,sedan,4 cylinders,mid-size,fwd
cobalt ls,chevrolet,sedan,4 cylinders,compact,fwd
z 71 4x4,chevrolet,pickup,8 cylinders,full-size,4wd
express 3500,chevrolet,van,6 cylinders,full-size,rwd
rogue krom,nissan,SUV,4 cylinders,compact,fwd
srx awd,cadillac,SUV,6 cylinders,mid-size,4wd
f150 supercrew cab xlt,ford,truck,8 cylinders,full-size,4wd
outback,subaru,wagon,6 cylinders,mid-size,4wd
e250 econoline,ford,van,8 cylinders,full-size,rwd
ilx,acura,sedan,4 cylinders,full-size,fwd
grand cherokee laredo,jeep,SUV,8 cylinders,full-size,rwd
q7 tdi prestige,audi,SUV,6 cylinders,full-size,4wd
camry,toyota,sedan,6 cylinders,mid-size,fwd
rav4,toyota,truck,4 cylinders,full-size,4wd
pruis three,toyota,sedan,4 cylinders,mid-size,fwd
equinox lt,chevrolet,SUV,6 cylinders,full-size,fwd
corolla,toyota,sedan,4 cylinders,sub-compact,fwd
brz,subaru,coupe,4 cylinders,sub-compact,rwd
dp,gmc,truck,8 cylinders,full-size,rwd
express 2500,chevrolet,van,6 cylinders,full-size,rwd
grand cherokee laredo,jeep,SUV,8 cylinders,full-size,4wd
impreza,subaru,wagon,4 cylinders,compact,4wd
xk8,jaguar,convertible,8 cylinders,mid-size,rwd
